852	у	у	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1143.12#1143.411
853	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1143.411#1143.702
854	там	там	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1143.702#1143.993
855	солисточка	солисточка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1143.993#1144.284
856	Виагры	Виагра	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1144.284#1144.575
857	Катечка	Катечка	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1144.575#1144.866
858	пропала	пропасть	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1144.866#1145.17
859	выручай	выручать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1147.407#1148.182
860	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1148.247#1148.458
861	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1148.458#1148.669
862	иду	ид	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1148.669#1148.88
863	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1148.88#1149.091
864	всё	весь	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1149.091#1149.302
865	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1149.302#1149.513
866	солистка	солистка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1149.513#1149.724
867	Виагры	Виагра	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1149.724#1149.935
868	новая	новый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1149.935#1150.147
869	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1151.647#1151.863
870	командный	командный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1151.863#1152.079
871	игрок	игрок	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1152.079#1152.295
872	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1152.295#1152.511
873	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@emk1994m-words#@emk1994m#1152.511#1152.727
874	только	только	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1152.727#1152.943
875	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1152.943#1153.159
876	группы	группа	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1153.159#1153.375
877	зовите	звать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@emk1994m-words#@emk1994m#1153.375#1153.591
878	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1153.591#1153.807
879	только	только	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1153.807#1154.023
880	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1154.023#1154.239
881	группы	группа	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@emk1994m-words#@emk1994m#1154.239#1154.464
882	в	в	ADP	_	_	_	_	_	@emk1994m-words#@emk1994m#1154.492#1154.731
883	Моральный	моральный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1154.731#1154.97
884	кондекс	кондекс	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@emk1994m-words#@emk1994m#1154.97#1155.209
885	/	/	PUNCT	_	_	_	_	_	@emk1994m-words#@emk1994m#1155.209#1155.448
886	не	не	PART	_	_	_	_	_	@emk1994m-words#@emk1994m#1155.448#1155.687
887	надо	надо	ADV	_	Degree=Pos	_	_	_	@emk1994m-words#@emk1994m#1155.687#1155.926
888	а	а	CCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#811.595#811.784
889	что	что	PRON	_	Case=Nom	_	_	_	@pap1985m-words#@pap1985m#811.784#811.973
890	за	за	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#811.973#812.162
891	слово	слово	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#812.162#812.351
892	сёрбаешь	сёрбать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#812.351#812.54
893	кстати	кстати	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#812.54#812.729
894	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#812.729#812.918
895	у	у	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#812.918#813.107
896	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#813.107#813.296
897	аа	ао	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#813.296#813.485
898	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#813.485#813.674
899	Наташа	Наташа	PROPN	_	_	_	_	_	@pap1985m-words#@pap1985m#813.674#813.863
900	Ящук	Ящук	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#813.863#814.052
901	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#814.052#814.241
902	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@pap1985m-words#@pap1985m#814.241#814.43
903	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#814.43#814.619
904	рассказывает	рассказывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#814.619#814.808
905	про	про	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#814.808#814.997
906	это	этот	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#814.997#815.186
907	слово	слово	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#815.186#815.38
908	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#815.43#815.695
909	с	с	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#815.695#815.96
910	Сибири	Сибирь	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#815.96#816.227
911	у	у	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#816.756#816.92
912	нас	мы	PRON	_	Case=Gen|Number=Plur|Person=1	_	_	_	@pap1985m-words#@pap1985m#816.92#817.084
913	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#817.084#817.248
914	слова	слово	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#817.248#817.412
915	сёрбать	сёрбать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#817.412#817.576
916	сёрбать	сёрбать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#820.305#821.098
917	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#821.106#821.446
918	так	так	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#821.446#821.786
919	нравится	нравиться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@pap1985m-words#@pap1985m#821.786#822.126
920	ну	ну	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#823.051#823.281
921	давай	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#823.281#823.511
922	сёрбнем	сёрбень	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#823.511#823.741
923	до	до	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#823.741#823.971
924	конца	конец	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#823.971#824.201
925	уже	уже	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#824.201#824.434
926	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@pap1985m-words#@pap1985m#824.442#824.649
927	налить	налить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#824.649#824.856
928	ещё	еще	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#824.856#825.063
929	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#825.063#825.271
930	#смеётся#	#смеётся#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#826.106#827.926
931	твои	твой	DET	_	Case=Acc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#828.891#829.158
932	любимые	любимый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#829.158#829.425
933	блогеры	блоггер	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#829.425#829.692
934	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#829.692#829.961
935	холодец	холодец	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#837.038#837.591
936	кстати	кстати	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#837.591#838.144
937	да	да	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#838.144#838.698
938	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#843.647#843.914
939	даже	даже	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#843.914#844.181
940	интересно	интересный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@pap1985m-words#@pap1985m#844.181#844.448
941	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#844.448#844.715
942	если	если	SCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#844.715#844.982
943	ээ	ээ	X	_	Foreign=Yes	_	_	_	@pap1985m-words#@pap1985m#844.982#845.249
944	Женьку	Женька	PROPN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#845.249#845.516
945	оставить	оставить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#845.516#845.783
946	дня	день	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#845.783#846.05
947	на	на	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#846.05#846.317
948	два	два	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	_	_	_	@pap1985m-words#@pap1985m#846.317#846.584
949	на	на	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#846.584#846.851
950	три	три	NUM	_	Animacy=Inan|Case=Acc	_	_	_	@pap1985m-words#@pap1985m#846.851#847.118
951	в	в	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#847.118#847.385
952	этом	этот	DET	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#847.385#847.652
953	помещении	помещение	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#847.652#847.919
954	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#847.919#848.186
955	закрыть	закрыть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#848.186#848.453
956	и	и	CCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#848.453#848.72
957	оставить	оставить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#848.72#848.987
958	перед	перед	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#848.987#849.254
959	холодцом	холодец	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#849.254#849.521
960	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#849.521#849.788
961	в	в	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#849.788#850.055
962	какой-то	какой-то	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#850.055#850.322
963	момент	момент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#850.322#850.589
964	придёт	прийти	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#850.589#850.856
965	понимание	понимание	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#850.856#851.123
966	что	что	PRON	_	Case=Acc	_	_	_	@pap1985m-words#@pap1985m#851.123#851.39
967	блять	блять	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#859.277#859.8
968	окей	окей	NOUN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#860.809#861.051
969	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#861.051#861.293
970	людька	людька	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#887.11#887.44
971	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#887.44#887.77
972	ии	ия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#888.66#889.13
973	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#889.13#889.6
974	человечка	человечка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#889.6#890.07
975	это	этот	PRON	_	_	_	_	_	@pap1985m-words#@pap1985m#897.43#897.681
976	ютюб	ютюб	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#897.681#897.932
977	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#897.932#898.183
978	а	а	CCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#898.183#898.434
979	инстаграм	инстагра	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#898.434#898.685
980	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#898.685#898.94
981	на	на	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#899.565#899.721
982	кого	кто	PRON	_	Case=Acc	_	_	_	@pap1985m-words#@pap1985m#899.721#899.877
983	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@pap1985m-words#@pap1985m#899.877#900.033
984	подписан	подписать	VERB	_	Aspect=Perf|Gender=Masc|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@pap1985m-words#@pap1985m#900.033#900.189
985	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#900.189#900.345
986	хорошо	хороший	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#907.065#907.279
987	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#907.279#907.493
988	Юля	Юля	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#907.493#907.707
989	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#907.707#907.921
990	кто	кто	PRON	_	Case=Nom	_	_	_	@pap1985m-words#@pap1985m#907.921#908.135
991	ещё	еще	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#908.135#908.349
992	?	?	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#908.349#908.565
993	блин	блин	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#930.235#930.645
994	прикольно	прикольно	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#930.645#931.055
995	вот	вот	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#931.096#931.263
996	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#931.263#931.43
997	тема	тема	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#931.43#931.598
998	хорошо	хороший	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@pap1985m-words#@pap1985m#931.6#931.946
999	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#931.946#932.292
1000	ладно	ладный	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#932.292#932.638
1001	аа	ао	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#932.638#932.984
1002	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#932.984#933.33
1003	а	а	CCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#933.33#933.676
1004	три	три	NUM	_	Case=Nom	_	_	_	@pap1985m-words#@pap1985m#933.676#934.022
1005	нелюбимых	нелюбимый	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#934.022#934.368
1006	ээ	ээ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#934.368#934.714
1007	или	или	CCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#934.714#935.06
1008	просто	просто	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#935.06#935.406
1009	нелюбимые	нелюбимый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#935.406#935.752
1010	блогеры	блоггер	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#935.752#936.098
1011	или	или	CCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#936.098#936.444
1012	тематики	тематика	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#936.444#936.795
1013	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#945.515#945.641
1014	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@pap1985m-words#@pap1985m#945.641#945.767
1015	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#945.767#945.895
1016	бъй…	бъй…	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#945.905#946.132
1017	бъй…	бъй…	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#946.132#946.359
1018	боюсь	бояться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@pap1985m-words#@pap1985m#946.359#946.586
1019	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#946.586#946.813
1020	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#946.813#947.04
1021	что...	что...	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#947.04#947.267
1022	о	о	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#947.267#947.494
1023	чём	что	PRON	_	Case=Loc	_	_	_	@pap1985m-words#@pap1985m#947.494#947.721
1024	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@pap1985m-words#@pap1985m#947.721#947.948
1025	скажешь	сказать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#947.948#948.175
1026	ролики	ролик	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#957.417#957.99
1027	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#957.992#958.298
1028	просто	просто	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#958.298#958.604
1029	даже	даже	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#958.604#958.91
1030	обидно	обидный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@pap1985m-words#@pap1985m#958.91#959.216
1031	дело	дело	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#959.216#959.522
1032	в	в	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#959.522#959.828
1033	том	тот	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#959.828#960.134
1034	что	что	SCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#960.134#960.44
1035	аа	ао	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#960.44#960.746
1036	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@pap1985m-words#@pap1985m#960.746#961.052
1037	сегодня	сегодня	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#961.052#961.358
1038	ээ	ээ	INTJ	_	_	_	_	_	@pap1985m-words#@pap1985m#961.358#961.664
1039	восьмой	восьть	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#961.664#961.97
1040	на	на	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#961.97#962.276
1041	интервью	интервью	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#962.276#962.582
1042	и	и	CCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#962.582#962.888
1043	каждый	каждый	DET	_	Case=Nom|Gender=Masc|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#962.888#963.194
1044	говорил	говорить	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#963.194#963.5
1045	в	в	ADP	_	_	_	_	_	@pap1985m-words#@pap1985m#963.5#963.806
1046	первую	первый	ADJ	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#963.806#964.112
1047	очередь	очередь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#964.112#964.418
1048	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#964.418#964.724
1049	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#964.724#965.03
1050	не	не	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#965.03#965.336
1051	люблю	любить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#965.336#965.642
1052	социальные	социальный	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#965.642#965.948
1053	ролики	ролик	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@pap1985m-words#@pap1985m#965.948#966.272
1054	раньше	рано	ADV	_	Degree=Cmp	_	_	_	@pap1985m-words#@pap1985m#1004.385#1004.529
1055	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@pap1985m-words#@pap1985m#1004.529#1004.673
1056	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#1004.673#1004.817
1057	нравился	нравиться	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@pap1985m-words#@pap1985m#1004.817#1004.961
1058	/	/	PUNCT	_	_	_	_	_	@pap1985m-words#@pap1985m#1004.961#1005.105
1059	сейчас	сейчас	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#1005.105#1005.249
1060	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@pap1985m-words#@pap1985m#1005.249#1005.393
1061	не	не	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#1005.393#1005.537
1062	вижу	видеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1005.537#1005.681
1063	развития	развитие	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@pap1985m-words#@pap1985m#1005.681#1005.825
1064	потому	потому	ADV	_	Degree=Pos	_	_	_	@pap1985m-words#@pap1985m#1005.825#1005.969
1065	что	что	SCONJ	_	_	_	_	_	@pap1985m-words#@pap1985m#1005.969#1006.113
1066	не	не	PART	_	_	_	_	_	@pap1985m-words#@pap1985m#1006.113#1006.257
1067	понимаю	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@pap1985m-words#@pap1985m#1006.257#1006.401
